,age,c_charge_desc,c_charge_degree,c_days_from_compas,is_recid,juv_fel_count,juv_misd_count,juv_other_count,priors_count,r_days_from_arrest,race,sex,vr_charge_desc
766,23,Possess Cannabis/20 Grams Or Less,1,11.0,1,0,0,1,4,0.0,African-American,Male,na
767,23,Possess Cannabis/20 Grams Or Less,1,11.0,1,0,0,1,4,0.0,African-American,Male,na
768,62,False Imprisonment,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
769,62,False Imprisonment,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
770,62,False Imprisonment,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
772,27,Possess Cannabis/20 Grams Or Less,1,707.0,1,1,0,1,4,0.0,African-American,Male,na
773,27,Possess Cannabis/20 Grams Or Less,1,707.0,1,1,0,1,4,0.0,African-American,Male,na
774,27,Possess Cannabis/20 Grams Or Less,1,707.0,1,1,0,1,4,0.0,African-American,Male,na
775,27,Possess Cannabis/20 Grams Or Less,1,707.0,1,1,0,1,4,0.0,African-American,Male,na
777,37,Battery on Law Enforc Officer,1,1.0,0,0,0,0,5,0.0,Caucasian,Male,na
780,32,Aggrav Battery w/Deadly Weapon,1,2.0,0,0,0,0,5,0.0,African-American,Female,na
781,33,arrest case no charge,1,1.0,0,0,0,0,2,0.0,African-American,Female,na
782,33,arrest case no charge,1,1.0,0,0,0,0,2,0.0,African-American,Female,na
785,27,Battery,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
786,44,Battery,1,1.0,1,0,0,0,0,0.0,Caucasian,Male,na
787,44,Battery,1,1.0,1,0,0,0,0,0.0,Caucasian,Male,na
788,28,Battery,1,1.0,1,0,0,0,3,0.0,Caucasian,Male,na
789,28,Battery,1,1.0,1,0,0,0,3,0.0,Caucasian,Male,na
790,42,Possession of Cocaine,1,3.0,0,0,0,0,0,0.0,Caucasian,Female,na
791,42,Possession of Cocaine,1,3.0,0,0,0,0,0,0.0,Caucasian,Female,na
792,48,arrest case no charge,1,1.0,0,0,0,0,5,0.0,African-American,Male,na
793,48,arrest case no charge,1,1.0,0,0,0,0,5,0.0,African-American,Male,na
795,27,Aggrav Battery w/Deadly Weapon,1,0.0,0,0,0,0,0,0.0,African-American,Male,na
796,20,Grand Theft (Motor Vehicle),1,1.0,1,0,0,0,0,0.0,African-American,Male,na
797,20,Grand Theft (Motor Vehicle),1,1.0,1,0,0,0,0,0.0,African-American,Male,na
798,20,Grand Theft (Motor Vehicle),1,1.0,1,0,0,0,0,0.0,African-American,Male,na
800,24,Crimin Mischief Damage $1000+,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
801,24,Crimin Mischief Damage $1000+,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
802,24,Crimin Mischief Damage $1000+,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
803,31,Felony Petit Theft,1,1.0,0,2,0,0,6,0.0,Caucasian,Male,na
804,22,arrest case no charge,1,1.0,0,0,1,0,2,0.0,African-American,Male,na
805,22,arrest case no charge,1,1.0,0,0,1,0,2,0.0,African-American,Male,na
806,51,Battery on Law Enforc Officer,1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
807,56,Battery On Parking Enfor Speci,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
808,20,Battery,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
809,54,Possession of Cocaine,1,256.0,0,0,0,0,1,0.0,African-American,Male,na
810,54,Possession of Cocaine,1,256.0,0,0,0,0,1,0.0,African-American,Male,na
811,29,arrest case no charge,1,1.0,0,0,0,0,7,0.0,African-American,Male,na
812,42,Tampering With A Victim,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
813,20,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
814,20,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
815,20,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
816,20,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
817,53,arrest case no charge,1,176.0,0,0,0,0,6,0.0,Caucasian,Male,na
818,48,arrest case no charge,1,1072.0,0,0,0,0,8,0.0,African-American,Male,na
819,48,arrest case no charge,1,1072.0,0,0,0,0,8,0.0,African-American,Male,na
821,27,arrest case no charge,1,1.0,0,0,0,0,8,0.0,Caucasian,Male,na
822,27,arrest case no charge,1,1.0,0,0,0,0,8,0.0,Caucasian,Male,na
823,24,Burglary Structure Unoccup,1,1.0,1,0,1,0,2,0.0,African-American,Male,Felony Battery (Dom Strang)
824,24,Burglary Structure Unoccup,1,1.0,1,0,1,0,2,0.0,African-American,Male,Felony Battery (Dom Strang)
825,24,Burglary Structure Unoccup,1,1.0,1,0,1,0,2,0.0,African-American,Male,Felony Battery (Dom Strang)
826,24,Burglary Structure Unoccup,1,1.0,1,0,1,0,2,0.0,African-American,Male,Felony Battery (Dom Strang)
827,22,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
828,53,Corrupt Public Servant,1,7.0,1,0,0,0,36,0.0,Caucasian,Male,na
829,53,Corrupt Public Servant,1,7.0,1,0,0,0,36,0.0,Caucasian,Male,na
830,53,Corrupt Public Servant,1,7.0,1,0,0,0,36,0.0,Caucasian,Male,na
831,53,Corrupt Public Servant,1,7.0,1,0,0,0,36,0.0,Caucasian,Male,na
832,53,Corrupt Public Servant,1,7.0,1,0,0,0,36,0.0,Caucasian,Male,na
833,36,Driving Under The Influence,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
834,28,Battery,1,1.0,1,0,0,0,2,0.0,Caucasian,Male,Battery
838,45,Crim Use of Personal ID Info,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
841,36,Aggrav Battery w/Deadly Weapon,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
842,25,Petit Theft,1,2.0,1,0,0,0,2,0.0,Caucasian,Female,na
843,25,Petit Theft,1,2.0,1,0,0,0,2,0.0,Caucasian,Female,na
844,25,Petit Theft,1,2.0,1,0,0,0,2,0.0,Caucasian,Female,na
845,25,Petit Theft,1,2.0,1,0,0,0,2,0.0,Caucasian,Female,na
849,28,Pos Cannabis W/Intent Sel/Del,1,4.0,0,0,0,0,1,0.0,Caucasian,Male,na
850,28,Pos Cannabis W/Intent Sel/Del,1,4.0,0,0,0,0,1,0.0,Caucasian,Male,na
851,21,Robbery Sudd Snatch No Weapon,1,1.0,1,0,0,0,0,0.0,African-American,Female,na
852,21,Robbery Sudd Snatch No Weapon,1,1.0,1,0,0,0,0,0.0,African-American,Female,na
853,21,Robbery Sudd Snatch No Weapon,1,1.0,1,0,0,0,0,0.0,African-American,Female,na
854,21,Robbery Sudd Snatch No Weapon,1,1.0,1,0,0,0,0,0.0,African-American,Female,na
855,21,Robbery Sudd Snatch No Weapon,1,1.0,1,0,0,0,0,0.0,African-American,Female,na
856,36,Viol Injunct Domestic Violence,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
857,24,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
858,28,arrest case no charge,1,862.0,1,0,0,0,3,0.0,African-American,Male,na
859,28,arrest case no charge,1,862.0,1,0,0,0,3,0.0,African-American,Male,na
861,29,Aggravated Assault W/Dead Weap,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
862,22,arrest case no charge,1,1.0,0,0,0,0,2,0.0,African-American,Male,na
863,31,arrest case no charge,1,770.0,0,0,0,0,8,0.0,African-American,Male,na
864,31,arrest case no charge,1,770.0,0,0,0,0,8,0.0,African-American,Male,na
865,38,Possession of Cocaine,1,1127.0,0,0,0,0,2,0.0,African-American,Male,na
866,38,Possession of Cocaine,1,1127.0,0,0,0,0,2,0.0,African-American,Male,na
867,30,Battery,1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
870,25,arrest case no charge,1,86.0,0,0,0,0,2,0.0,African-American,Female,na
871,25,arrest case no charge,1,86.0,0,0,0,0,2,0.0,African-American,Female,na
878,37,Battery,1,1.0,0,0,0,0,4,0.0,African-American,Male,na
879,32,arrest case no charge,1,1.0,1,0,1,0,12,0.0,African-American,Male,Robbery / No Weapon
880,32,arrest case no charge,1,1.0,1,0,1,0,12,0.0,African-American,Male,Robbery / No Weapon
881,23,Grand Theft in the 3rd Degree,1,1.0,0,0,0,1,1,0.0,African-American,Male,na
882,47,Possession Burglary Tools,1,0.0,0,0,0,0,3,0.0,African-American,Male,na
883,47,Possession Burglary Tools,1,0.0,0,0,0,0,3,0.0,African-American,Male,na
885,41,Viol Injunct Domestic Violence,1,1186.0,0,0,0,0,6,0.0,African-American,Female,na
887,37,Forging Bank Bills/Promis Note,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
888,37,Forging Bank Bills/Promis Note,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
889,37,Forging Bank Bills/Promis Note,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
890,19,Poss Pyrrolidinovalerophenone,1,1.0,1,0,2,0,2,0.0,African-American,Male,na
891,19,Poss Pyrrolidinovalerophenone,1,1.0,1,0,2,0,2,0.0,African-American,Male,na
892,19,Poss Pyrrolidinovalerophenone,1,1.0,1,0,2,0,2,0.0,African-American,Male,na
895,21,Possession of Cocaine,1,0.0,0,0,0,2,0,0.0,Caucasian,Female,na
896,69,Aggravated Assault W/dead Weap,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
897,36,arrest case no charge,1,106.0,0,0,0,0,3,0.0,Caucasian,Male,na
898,36,arrest case no charge,1,106.0,0,0,0,0,3,0.0,Caucasian,Male,na
899,36,arrest case no charge,1,106.0,0,0,0,0,3,0.0,Caucasian,Male,na
901,21,arrest case no charge,1,1.0,0,0,0,0,2,0.0,Caucasian,Male,na
902,21,arrest case no charge,1,1.0,0,0,0,0,2,0.0,Caucasian,Male,na
903,26,Battery,1,0.0,1,0,0,1,6,0.0,African-American,Male,na
904,26,Battery,1,0.0,1,0,0,1,6,0.0,African-American,Male,na
905,26,Battery,1,0.0,1,0,0,1,6,0.0,African-American,Male,na
906,26,Battery,1,0.0,1,0,0,1,6,0.0,African-American,Male,na
907,26,Battery,1,0.0,1,0,0,1,6,0.0,African-American,Male,na
908,26,Battery,1,0.0,1,0,0,1,6,0.0,African-American,Male,na
909,26,Battery,1,0.0,1,0,0,1,6,0.0,African-American,Male,na
910,22,Possession of Cocaine,1,3.0,0,0,0,0,0,0.0,Caucasian,Male,na
911,23,Driving While License Revoked,1,1.0,1,0,0,0,0,0.0,African-American,Female,na
912,23,Driving While License Revoked,1,1.0,1,0,0,0,0,0.0,African-American,Female,na
913,20,arrest case no charge,1,48.0,0,1,0,0,1,0.0,African-American,Male,na
914,20,arrest case no charge,1,48.0,0,1,0,0,1,0.0,African-American,Male,na
915,20,arrest case no charge,1,48.0,0,1,0,0,1,0.0,African-American,Male,na
916,28,Possession Of Heroin,1,2.0,0,0,0,0,0,0.0,Caucasian,Male,na
917,45,Battery,1,2.0,0,0,0,0,0,0.0,Caucasian,Male,na
918,49,Grand Theft (Motor Vehicle),1,1.0,0,0,0,0,3,0.0,African-American,Male,na
919,49,Grand Theft (Motor Vehicle),1,1.0,0,0,0,0,3,0.0,African-American,Male,na
920,49,Grand Theft (Motor Vehicle),1,1.0,0,0,0,0,3,0.0,African-American,Male,na
921,29,Battery,1,1.0,1,0,0,1,2,0.0,African-American,Male,na
922,29,Battery,1,1.0,1,0,0,1,2,0.0,African-American,Male,na
924,60,Battery,1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
927,23,"Poss3,4 Methylenedioxymethcath",1,1.0,1,2,0,0,3,0.0,African-American,Male,na
928,23,"Poss3,4 Methylenedioxymethcath",1,1.0,1,2,0,0,3,0.0,African-American,Male,na
930,30,Battery,1,2.0,0,0,0,0,0,0.0,Caucasian,Male,na
935,30,Possession of Cocaine,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
936,21,Grand Theft in the 3rd Degree,1,2.0,1,0,1,0,1,0.0,African-American,Male,na
937,34,Battery,1,1.0,0,1,0,0,11,0.0,African-American,Male,na
939,25,arrest case no charge,1,0.0,0,0,0,0,7,0.0,African-American,Male,na
940,25,arrest case no charge,1,0.0,0,0,0,0,7,0.0,African-American,Male,na
941,22,Possess Cannabis/20 Grams Or Less,1,1.0,1,0,0,0,2,0.0,Caucasian,Male,na
942,22,Possess Cannabis/20 Grams Or Less,1,1.0,1,0,0,0,2,0.0,Caucasian,Male,na
943,22,Possess Cannabis/20 Grams Or Less,1,1.0,1,0,0,0,2,0.0,Caucasian,Male,na
944,57,arrest case no charge,1,1834.0,0,0,0,0,18,0.0,African-American,Male,na
945,29,Burglary Unoccupied Dwelling,1,1.0,0,0,0,0,2,0.0,Caucasian,Male,na
946,36,arrest case no charge,1,32.0,0,0,0,0,1,0.0,African-American,Male,na
947,29,Battery,1,24.0,0,0,1,0,7,0.0,African-American,Male,na
948,21,arrest case no charge,1,0.0,1,0,0,0,4,1.0,African-American,Male,na
949,21,arrest case no charge,1,0.0,1,0,0,0,4,1.0,African-American,Male,na
950,21,arrest case no charge,1,0.0,1,0,0,0,4,1.0,African-American,Male,na
951,21,Burglary Structure Unoccup,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
952,21,Burglary Structure Unoccup,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
953,37,Possession of Cocaine,1,5935.0,0,0,0,0,1,0.0,African-American,Male,na
954,33,Possession of Cocaine,1,1.0,0,0,0,0,3,0.0,Caucasian,Male,na
955,33,Possession of Cocaine,1,1.0,0,0,0,0,3,0.0,Caucasian,Male,na
956,33,Possession of Cocaine,1,1.0,0,0,0,0,3,0.0,Caucasian,Male,na
957,33,Possession of Cocaine,1,1.0,0,0,0,0,3,0.0,Caucasian,Male,na
958,34,Battery,1,0.0,0,0,0,0,1,0.0,Caucasian,Male,na
959,27,Driving Under The Influence,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
960,50,Battery,1,1.0,1,0,0,0,1,0.0,Caucasian,Female,na
961,50,Battery,1,1.0,1,0,0,0,1,0.0,Caucasian,Female,na
962,26,arrest case no charge,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
963,40,arrest case no charge,1,1.0,1,0,0,0,0,417.0,Caucasian,Male,na
964,40,arrest case no charge,1,1.0,1,0,0,0,0,417.0,Caucasian,Male,na
965,25,Tamper With Witness/Victim/CI,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
966,25,Tamper With Witness/Victim/CI,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
967,53,Battery,1,1.0,0,0,0,0,1,0.0,Caucasian,Female,na
969,24,Aggravated Assault W/Dead Weap,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
971,39,Battery,1,0.0,0,0,0,0,2,0.0,Caucasian,Male,na
972,42,arrest case no charge,1,13.0,0,0,0,0,1,0.0,African-American,Male,na
973,28,Battery,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
974,24,Disorderly Intoxication,1,37.0,0,0,0,0,1,0.0,Caucasian,Male,na
976,26,Robbery / No Weapon,1,1.0,1,1,1,0,6,445.0,African-American,Male,na
977,26,Robbery / No Weapon,1,1.0,1,1,1,0,6,445.0,African-American,Male,na
978,26,Robbery / No Weapon,1,1.0,1,1,1,0,6,445.0,African-American,Male,na
979,42,Battery,1,1.0,0,0,0,0,3,0.0,African-American,Male,na
980,42,Battery,1,1.0,0,0,0,0,3,0.0,African-American,Male,na
981,22,Driving Under The Influence,1,22.0,0,0,0,1,1,0.0,Caucasian,Male,na
982,22,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,4,0.0,African-American,Male,Robbery Sudd Snatch No Weapon
983,21,arrest case no charge,1,8.0,0,0,0,0,3,0.0,Caucasian,Male,na
984,37,Battery on Law Enforc Officer,1,1.0,1,0,0,0,23,0.0,African-American,Male,na
985,37,Battery on Law Enforc Officer,1,1.0,1,0,0,0,23,0.0,African-American,Male,na
986,37,Battery on Law Enforc Officer,1,1.0,1,0,0,0,23,0.0,African-American,Male,na
987,37,Battery on Law Enforc Officer,1,1.0,1,0,0,0,23,0.0,African-American,Male,na
988,37,Battery on Law Enforc Officer,1,1.0,1,0,0,0,23,0.0,African-American,Male,na
989,44,DUI Level 0.15 Or Minor In Veh,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
990,64,arrest case no charge,1,499.0,0,0,0,0,13,0.0,Caucasian,Male,na
991,35,Possession of Cannabis,1,1.0,0,0,0,0,2,0.0,African-American,Male,na
992,36,Possession of Ethylone,1,0.0,0,0,0,0,8,0.0,African-American,Male,na
993,53,Felony Driving While Lic Suspd,1,1.0,0,0,0,0,2,0.0,African-American,Male,na
994,60,arrest case no charge,1,1183.0,0,0,0,0,1,0.0,African-American,Male,na
995,29,Possession of Cocaine,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
996,29,Possession of Cocaine,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
997,44,arrest case no charge,1,1032.0,0,0,0,0,2,0.0,African-American,Female,na
998,48,Felony Petit Theft,1,1.0,1,1,0,0,23,0.0,Caucasian,Male,Battery
999,23,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
1002,52,Battery,1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
1003,44,Battery,1,1.0,0,0,0,0,7,0.0,African-American,Male,na
1005,27,Driving While License Revoked,1,1.0,1,0,0,0,12,0.0,African-American,Male,na
1006,27,Driving While License Revoked,1,1.0,1,0,0,0,12,0.0,African-American,Male,na
1007,28,arrest case no charge,1,0.0,1,0,0,0,5,0.0,African-American,Male,na
1008,28,arrest case no charge,1,0.0,1,0,0,0,5,0.0,African-American,Male,na
1009,33,Battery,1,1.0,0,0,0,0,3,0.0,Caucasian,Male,na
1011,47,Possession of Cocaine,1,312.0,1,0,0,0,5,185.0,Caucasian,Male,na
1012,47,Possession of Cocaine,1,312.0,1,0,0,0,5,185.0,Caucasian,Male,na
1013,36,Throw Deadly Missile Into Veh,1,1.0,1,0,0,0,14,0.0,African-American,Male,na
1014,36,Throw Deadly Missile Into Veh,1,1.0,1,0,0,0,14,0.0,African-American,Male,na
1015,36,Throw Deadly Missile Into Veh,1,1.0,1,0,0,0,14,0.0,African-American,Male,na
1016,29,Aggravated Battery / Pregnant,1,1.0,0,1,0,0,2,0.0,African-American,Male,na
1017,22,Unlaw Use False Name/Identity,1,0.0,1,0,0,1,0,0.0,African-American,Male,na
1018,22,Unlaw Use False Name/Identity,1,0.0,1,0,0,1,0,0.0,African-American,Male,na
1019,22,Unlaw Use False Name/Identity,1,0.0,1,0,0,1,0,0.0,African-American,Male,na
1020,22,Unlaw Use False Name/Identity,1,0.0,1,0,0,1,0,0.0,African-American,Male,na
1021,26,Poss Cocaine/Intent To Del/Sel,1,35.0,0,0,0,2,6,0.0,African-American,Male,na
1022,26,Poss Cocaine/Intent To Del/Sel,1,35.0,0,0,0,2,6,0.0,African-American,Male,na
1023,26,Poss Cocaine/Intent To Del/Sel,1,35.0,0,0,0,2,6,0.0,African-American,Male,na
1024,40,Battery,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
1025,65,Battery,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
1026,25,Resist Officer w/Violence,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
1027,68,Aggravated Assault W/dead Weap,1,150.0,0,0,0,0,2,0.0,Caucasian,Male,na
1028,32,Neglect Child / No Bodily Harm,1,1.0,0,0,0,0,1,0.0,Caucasian,Female,na
1029,56,Driving While License Revoked,1,1.0,0,0,0,0,5,0.0,African-American,Male,na
1030,56,Driving While License Revoked,1,1.0,0,0,0,0,5,0.0,African-American,Male,na
1031,27,Aggravated Battery / Pregnant,1,1.0,1,0,0,0,9,0.0,African-American,Male,Aggravated Battery / Pregnant
1032,27,Aggravated Battery / Pregnant,1,1.0,1,0,0,0,9,0.0,African-American,Male,Aggravated Battery / Pregnant
1033,27,Aggravated Battery / Pregnant,1,1.0,1,0,0,0,9,0.0,African-American,Male,Aggravated Battery / Pregnant
1034,52,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,4,0.0,Caucasian,Male,na
1035,52,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,4,0.0,Caucasian,Male,na
1036,52,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,4,0.0,Caucasian,Male,na
1037,31,Agg Battery Grt/Bod/Harm,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
1039,32,Battery on Law Enforc Officer,1,1.0,0,0,0,0,3,0.0,African-American,Male,na
1040,32,Battery on Law Enforc Officer,1,1.0,0,0,0,0,3,0.0,African-American,Male,na
1041,32,Battery on Law Enforc Officer,1,1.0,0,0,0,0,3,0.0,African-American,Male,na
1044,35,arrest case no charge,1,74.0,0,0,6,3,29,0.0,African-American,Male,na
1045,31,arrest case no charge,1,1.0,0,0,0,0,4,0.0,African-American,Male,na
1046,31,arrest case no charge,1,1.0,0,0,0,0,4,0.0,African-American,Male,na
1047,51,Contempt/Fail To Appear/Summons,1,341.0,0,0,0,0,3,0.0,Caucasian,Male,na
1049,39,Disorderly Intoxication,1,2.0,0,0,0,0,0,0.0,Caucasian,Female,na
1050,56,Battery,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
1051,22,"Poss3,4 Methylenedioxymethcath",1,1.0,0,0,0,0,0,0.0,African-American,Female,na
1052,27,Use Scanning Device to Defraud,1,31.0,1,0,0,0,1,0.0,African-American,Female,na
1053,47,arrest case no charge,1,1.0,0,0,0,0,1,0.0,Caucasian,Female,na
1054,53,arrest case no charge,1,1.0,0,0,0,0,11,0.0,African-American,Male,na
1055,25,Driving Under The Influence,1,0.0,1,0,0,0,0,354.0,Caucasian,Male,na
1056,25,Driving Under The Influence,1,0.0,1,0,0,0,0,354.0,Caucasian,Male,na
1058,22,Leaving the Scene of Accident,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
1060,59,Grand Theft (Motor Vehicle),1,2.0,0,0,0,0,0,0.0,Caucasian,Female,na
1061,58,DUI Property Damage/Injury,1,23.0,0,0,0,0,2,0.0,Caucasian,Female,na
1062,58,DUI Property Damage/Injury,1,23.0,0,0,0,0,2,0.0,Caucasian,Female,na
1063,53,Possession of Cocaine,1,25.0,0,0,0,0,4,0.0,African-American,Male,na
1064,53,Possession of Cocaine,1,25.0,0,0,0,0,4,0.0,African-American,Male,na
1065,31,Aggravated Battery / Pregnant,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
1066,31,Aggravated Battery / Pregnant,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
1067,31,Aggravated Battery / Pregnant,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
1068,22,Robbery / No Weapon,1,1.0,0,0,0,0,2,0.0,African-American,Male,na
1069,22,False Ownership Info/Pawn Item,1,1.0,1,0,0,0,1,1.0,Caucasian,Male,na
1070,22,False Ownership Info/Pawn Item,1,1.0,1,0,0,0,1,1.0,Caucasian,Male,na
1071,22,False Ownership Info/Pawn Item,1,1.0,1,0,0,0,1,1.0,Caucasian,Male,na
1072,22,False Ownership Info/Pawn Item,1,1.0,1,0,0,0,1,1.0,Caucasian,Male,na
1073,28,Uttering a Forged Instrument,1,1.0,1,0,0,0,8,0.0,African-American,Male,na
1074,28,Uttering a Forged Instrument,1,1.0,1,0,0,0,8,0.0,African-American,Male,na
1075,28,Uttering a Forged Instrument,1,1.0,1,0,0,0,8,0.0,African-American,Male,na
1076,28,Uttering a Forged Instrument,1,1.0,1,0,0,0,8,0.0,African-American,Male,na
1078,20,Grand Theft (Motor Vehicle),1,0.0,1,0,0,0,0,0.0,African-American,Male,na
1079,20,Grand Theft (Motor Vehicle),1,0.0,1,0,0,0,0,0.0,African-American,Male,na
1080,20,Grand Theft (Motor Vehicle),1,0.0,1,0,0,0,0,0.0,African-American,Male,na
1081,20,Grand Theft (Motor Vehicle),1,0.0,1,0,0,0,0,0.0,African-American,Male,na
1082,29,Battery,1,0.0,1,0,0,0,0,0.0,Caucasian,Male,Battery
1083,41,DUI - Enhanced,1,2.0,0,0,0,0,0,0.0,Caucasian,Female,na
1084,29,arrest case no charge,1,614.0,0,0,0,0,8,0.0,African-American,Male,na
1085,29,arrest case no charge,1,614.0,0,0,0,0,8,0.0,African-American,Male,na
1086,58,arrest case no charge,1,2.0,1,0,0,0,21,0.0,African-American,Male,na
1087,58,arrest case no charge,1,2.0,1,0,0,0,21,0.0,African-American,Male,na
1088,58,arrest case no charge,1,2.0,1,0,0,0,21,0.0,African-American,Male,na
1089,58,arrest case no charge,1,2.0,1,0,0,0,21,0.0,African-American,Male,na
1090,22,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,3,0.0,African-American,Male,na
1091,22,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,3,0.0,African-American,Male,na
1093,37,Crimin Mischief Damage $1000+,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
1094,57,Felony Petit Theft,1,1.0,1,0,0,0,1,0.0,African-American,Male,na
1095,57,Felony Petit Theft,1,1.0,1,0,0,0,1,0.0,African-American,Male,na
1096,27,Fleeing or Eluding a LEO,1,22.0,0,0,0,0,3,0.0,Caucasian,Male,na
1098,26,Burglary Unoccupied Dwelling,1,0.0,0,0,0,0,3,0.0,African-American,Male,na
1099,26,Burglary Unoccupied Dwelling,1,0.0,0,0,0,0,3,0.0,African-American,Male,na
1101,24,"Poss3,4 Methylenedioxymethcath",1,0.0,1,0,1,1,3,179.0,Caucasian,Male,na
1102,24,"Poss3,4 Methylenedioxymethcath",1,0.0,1,0,1,1,3,179.0,Caucasian,Male,na
1103,24,"Poss3,4 Methylenedioxymethcath",1,0.0,1,0,1,1,3,179.0,Caucasian,Male,na
1104,24,"Poss3,4 Methylenedioxymethcath",1,0.0,1,0,1,1,3,179.0,Caucasian,Male,na
1105,24,"Poss3,4 Methylenedioxymethcath",1,0.0,1,0,1,1,3,179.0,Caucasian,Male,na
1106,24,"Poss3,4 Methylenedioxymethcath",1,0.0,1,0,1,1,3,179.0,Caucasian,Male,na
1107,24,"Poss3,4 Methylenedioxymethcath",1,0.0,1,0,1,1,3,179.0,Caucasian,Male,na
1108,33,Aggravated Battery / Pregnant,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
1109,28,arrest case no charge,1,1.0,0,0,0,0,1,0.0,Caucasian,Male,na
1110,29,arrest case no charge,1,1.0,0,0,0,0,2,0.0,African-American,Male,na
1111,24,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,3,0.0,African-American,Female,na
1112,24,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,3,0.0,African-American,Female,na
1113,24,Battery,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
1114,19,Felony Battery (Dom Strang),1,1.0,1,0,0,1,1,0.0,Caucasian,Male,na
1115,19,Felony Battery (Dom Strang),1,1.0,1,0,0,1,1,0.0,Caucasian,Male,na
1116,19,Felony Battery (Dom Strang),1,1.0,1,0,0,1,1,0.0,Caucasian,Male,na
1117,19,Felony Battery (Dom Strang),1,1.0,1,0,0,1,1,0.0,Caucasian,Male,na
1118,19,Felony Battery (Dom Strang),1,1.0,1,0,0,1,1,0.0,Caucasian,Male,na
1119,36,Battery,1,1.0,0,0,0,0,2,0.0,Caucasian,Male,na
1121,24,"Poss3,4 Methylenedioxymethcath",1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
1122,32,Driving Under The Influence,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
1123,34,DUI Level 0.15 Or Minor In Veh,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
